source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0016310,phosphorylation,0.00035155337426287514,True,"""The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."" [ISBN:0198506732]",1191,1217,96,25907,0.07888249794576828,0.08060453400503778,query_1,['GO:0006796']
GO:BP,GO:0033043,regulation of organelle organization,0.00039241702504469147,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]",1145,1217,93,25907,0.07641741988496302,0.08122270742358079,query_1,"['GO:0006996', 'GO:0051128']"
GO:BP,GO:0045184,establishment of protein localization,0.000552004732160428,True,"""The directed movement of a protein to a specific location."" [GOC:bf]",1724,1217,127,25907,0.10435497124075596,0.07366589327146171,query_1,"['GO:0008104', 'GO:0051234']"
GO:BP,GO:0001932,regulation of protein phosphorylation,0.0007302260844966553,True,"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein."" [GOC:hjd]",672,1217,62,25907,0.05094494658997535,0.09226190476190477,query_1,"['GO:0006468', 'GO:0031399', 'GO:0042325']"
GO:BP,GO:0050794,regulation of cellular process,0.0007761722486365243,True,"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]",12715,1217,682,25907,0.5603944124897289,0.053637436099095555,query_1,"['GO:0009987', 'GO:0050789']"
GO:BP,GO:0009056,catabolic process,0.0007970723594466601,True,"""A cellular process consisting of the biochemical pathways by which a living organism breaks down substances. This includes the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]",2530,1217,172,25907,0.14133114215283485,0.06798418972332015,query_1,['GO:0008152']
GO:BP,GO:1902531,regulation of intracellular signal transduction,0.000820392442658246,True,"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",1858,1217,134,25907,0.11010682004930156,0.0721205597416577,query_1,"['GO:0009966', 'GO:0035556']"
GO:BP,GO:1901652,response to peptide,0.0009697717949891963,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]",1185,1217,94,25907,0.07723911257189811,0.07932489451476793,query_1,['GO:0042221']
GO:BP,GO:0000278,mitotic cell cycle,0.001131101698264768,True,"""Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent."" [GOC:mah, ISBN:0815316194]",835,1217,72,25907,0.05916187345932621,0.08622754491017964,query_1,['GO:0007049']
GO:BP,GO:0010605,negative regulation of macromolecule metabolic process,0.0011586131449844686,True,"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",2982,1217,196,25907,0.16105176663927692,0.06572769953051644,query_1,"['GO:0009892', 'GO:0043170', 'GO:0060255']"
GO:BP,GO:0009967,positive regulation of signal transduction,0.0012279834212934814,True,"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]",1578,1217,117,25907,0.0961380443714051,0.0741444866920152,query_1,"['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']"
GO:BP,GO:0098657,import into cell,0.0012308034550026815,True,"""The directed movement of some substance from outside of a cell into a cell. This may occur via transport across the plasma membrane or via endocytosis."" [GOC:dos]",900,1217,76,25907,0.062448644207066556,0.08444444444444445,query_1,['GO:0006810']
GO:BP,GO:0019219,regulation of nucleobase-containing compound metabolic process,0.0012508404819269587,True,"""Any cellular process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",3842,1217,242,25907,0.1988496302382909,0.06298802706923477,query_1,"['GO:0006139', 'GO:0080090']"
GO:BP,GO:0048468,cell development,0.001488256018032538,True,"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]",3233,1217,209,25907,0.17173377156943304,0.06464583977729663,query_1,"['GO:0030154', 'GO:0048856', 'GO:0048869']"
GO:BP,GO:0034097,response to cytokine,0.001746850357878084,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."" [GOC:sl]",1168,1217,92,25907,0.07559572719802794,0.07876712328767123,query_1,['GO:1901652']
GO:BP,GO:0065007,biological regulation,0.0017641462598976204,True,"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",13503,1217,716,25907,0.5883319638455218,0.05302525364733763,query_1,['GO:0008150']
GO:BP,GO:0010647,positive regulation of cell communication,0.0018911999652485509,True,"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",1957,1217,138,25907,0.11339359079704191,0.07051609606540624,query_1,"['GO:0007154', 'GO:0010646', 'GO:0048522']"
GO:BP,GO:0023056,positive regulation of signaling,0.0018911999652485509,True,"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",1957,1217,138,25907,0.11339359079704191,0.07051609606540624,query_1,"['GO:0023051', 'GO:0023052', 'GO:0048518']"
GO:BP,GO:1903047,mitotic cell cycle process,0.0019435314246404104,True,"""A process that is part of the mitotic cell cycle."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]",707,1217,63,25907,0.051766639276910435,0.0891089108910891,query_1,"['GO:0000278', 'GO:0022402']"
GO:BP,GO:0050789,regulation of biological process,0.0021115177031766196,True,"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]",13108,1217,697,25907,0.5727198027937551,0.05317363442172719,query_1,"['GO:0008150', 'GO:0065007']"
GO:BP,GO:0040008,regulation of growth,0.002283435166829053,True,"""Any process that modulates the frequency, rate or extent of the growth of all or part of an organism so that it occurs at its proper speed, either globally or in a specific part of the organism's development."" [GOC:ems, GOC:mah]",634,1217,58,25907,0.047658175842235,0.0914826498422713,query_1,"['GO:0040007', 'GO:0050789']"
GO:BP,GO:0072677,eosinophil migration,0.0023257623325172784,True,"""The movement of an eosinophil within or between different tissues and organs of the body."" [CL:0000771, GOC:BHF, GOC:mah]",25,1217,9,25907,0.007395234182415777,0.36,query_1,['GO:0097530']
GO:BP,GO:0065008,regulation of biological quality,0.0023695362837404836,True,"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]",3180,1217,205,25907,0.1684470008216927,0.06446540880503145,query_1,['GO:0065007']
GO:BP,GO:0141124,intracellular signaling cassette,0.002418376260313613,True,"""An intracellular signaling module that is part of larger signaling pathways that can be initiated either intracellularly or by cell surface receptors. Intracellular signaling cassettes are discrete signaling units that are often shared by multiple signaling pathways."" [GOC:ha, GOC:pg]",1773,1217,127,25907,0.10435497124075596,0.07163000564015792,query_1,['GO:0035556']
GO:BP,GO:0071345,cellular response to cytokine stimulus,0.00253461863300399,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."" [GOC:mah]",1063,1217,85,25907,0.06984387838948233,0.0799623706491063,query_1,['GO:0034097']
GO:BP,GO:0006897,endocytosis,0.0030950161894789715,True,"""A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a part of the plasma membrane to form a new membrane-bounded vesicle."" [GOC:mah, ISBN:0198506732, ISBN:0716731363, Wikipedia:Endocytosis]",686,1217,61,25907,0.05012325390304026,0.08892128279883382,query_1,"['GO:0016192', 'GO:0098657']"
GO:BP,GO:0042325,regulation of phosphorylation,0.003260882609360636,True,"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]",718,1217,63,25907,0.051766639276910435,0.08774373259052924,query_1,"['GO:0016310', 'GO:0019220']"
GO:BP,GO:0045944,positive regulation of transcription by RNA polymerase II,0.0032965422497907354,True,"""Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."" [GOC:go_curators, GOC:txnOH]",1286,1217,98,25907,0.08052588331963846,0.07620528771384137,query_1,"['GO:0006357', 'GO:0006366', 'GO:0045893']"
GO:BP,GO:0019220,regulation of phosphate metabolic process,0.0034664183716332443,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]",845,1217,71,25907,0.05834018077239113,0.08402366863905325,query_1,"['GO:0006796', 'GO:0051174']"
GO:BP,GO:0001701,in utero embryonic development,0.0035941606168837627,True,"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]",523,1217,50,25907,0.041084634346754315,0.09560229445506692,query_1,['GO:0043009']
GO:BP,GO:0043687,post-translational protein modification,0.003739664603199638,True,"""The process of covalently altering one or more amino acids in a protein after the protein has been completely translated and released from the ribosome."" [GOC:jsg]",943,1217,77,25907,0.06327033689400165,0.0816542948038176,query_1,['GO:0036211']
GO:BP,GO:0051174,regulation of phosphorus metabolic process,0.003771172899098721,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]",847,1217,71,25907,0.05834018077239113,0.08382526564344746,query_1,"['GO:0006793', 'GO:0019222']"
GO:BP,GO:0051668,localization within membrane,0.00399628943308193,True,"""Any process in which a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a membrane."" [GOC:ai]",738,1217,64,25907,0.05258833196384552,0.08672086720867209,query_1,['GO:0051641']
GO:BP,GO:0070647,protein modification by small protein conjugation or removal,0.004632756797462109,True,"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to or removed from a target protein."" [GOC:mah]",900,1217,74,25907,0.06080525883319639,0.08222222222222222,query_1,['GO:0043687']
GO:BP,GO:0001558,regulation of cell growth,0.004728177077357513,True,"""Any process that modulates the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]",426,1217,43,25907,0.03533278553820871,0.10093896713615023,query_1,"['GO:0016049', 'GO:0040008', 'GO:0051128']"
GO:BP,GO:0051247,positive regulation of protein metabolic process,0.00480090851665223,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]",917,1217,75,25907,0.06162695152013147,0.08178844056706652,query_1,"['GO:0010604', 'GO:0019538', 'GO:0051246']"
GO:BP,GO:0140352,export from cell,0.005417073844288086,True,"""The directed movement of some substance from a cell, into the extracellular region. This may occur via transport across the plasma membrane or via exocytosis."" [GOC:pg]",985,1217,79,25907,0.06491372226787182,0.08020304568527918,query_1,"['GO:0006810', 'GO:0009987']"
GO:BP,GO:0140694,membraneless organelle assembly,0.005435516345106797,True,"""The aggregation, arrangement and bonding together of a set of components to form a non-membrane-bounded organelle."" [PMID:28225081]",414,1217,42,25907,0.03451109285127362,0.10144927536231885,query_1,['GO:0070925']
GO:BP,GO:0016049,cell growth,0.006820219114214092,True,"""The process in which a cell irreversibly increases in size over time by accretion and biosynthetic production of matter similar to that already present."" [GOC:ai]",520,1217,49,25907,0.04026294165981923,0.09423076923076923,query_1,"['GO:0009987', 'GO:0040007']"
GO:BP,GO:0048245,eosinophil chemotaxis,0.008555758746712232,True,"""The movement of an eosinophil in response to an external stimulus."" [GOC:jid, PMID:11292027, PMID:12391252]",22,1217,8,25907,0.00657354149548069,0.36363636363636365,query_1,"['GO:0071621', 'GO:0072677']"
GO:BP,GO:0016567,protein ubiquitination,0.00903652368403602,True,"""The process in which one or more ubiquitin groups are added to a protein."" [PMID:26906419]",725,1217,62,25907,0.05094494658997535,0.08551724137931034,query_1,['GO:0032446']
GO:BP,GO:0051252,regulation of RNA metabolic process,0.00913857317067551,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]",3545,1217,221,25907,0.18159408381265407,0.06234132581100141,query_1,"['GO:0016070', 'GO:0019219', 'GO:0060255']"
GO:BP,GO:0010628,positive regulation of gene expression,0.009313529120947546,True,"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",1216,1217,92,25907,0.07559572719802794,0.0756578947368421,query_1,"['GO:0010467', 'GO:0010468', 'GO:0010557']"
GO:BP,GO:0051239,regulation of multicellular organismal process,0.009958232842086256,True,"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]",3080,1217,196,25907,0.16105176663927692,0.06363636363636363,query_1,"['GO:0032501', 'GO:0050789']"
GO:BP,GO:0071495,cellular response to endogenous stimulus,0.010044219752392274,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]",1303,1217,97,25907,0.07970419063270337,0.07444359171143515,query_1,['GO:0009719']
GO:BP,GO:0060429,epithelium development,0.012556343302366955,True,"""The process whose specific outcome is the progression of an epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:dph, GOC:mtg_lung]",1293,1217,96,25907,0.07888249794576828,0.07424593967517401,query_1,['GO:0009888']
GO:BP,GO:0051129,negative regulation of cellular component organization,0.01442034534829156,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",720,1217,61,25907,0.05012325390304026,0.08472222222222223,query_1,"['GO:0016043', 'GO:0048523', 'GO:0051128']"
GO:BP,GO:0032446,protein modification by small protein conjugation,0.014670423895337275,True,"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to a target protein."" [GOC:mah]",784,1217,65,25907,0.05341002465078061,0.08290816326530612,query_1,['GO:0070647']
GO:BP,GO:0030029,actin filament-based process,0.015921177161574374,True,"""Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins."" [GOC:mah]",786,1217,65,25907,0.05341002465078061,0.08269720101781171,query_1,['GO:0009987']
GO:BP,GO:0022008,neurogenesis,0.01614473428917043,True,"""Generation of cells within the nervous system."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]",1931,1217,132,25907,0.10846343467543139,0.0683583635422061,query_1,"['GO:0007399', 'GO:0030154']"
GO:BP,GO:1905477,positive regulation of protein localization to membrane,0.016255824782968838,True,"""Any process that activates or increases the frequency, rate or extent of protein localization to membrane."" [GO_REF:0000058, GOC:bc, GOC:PARL, GOC:TermGenie, PMID:26911690]",116,1217,18,25907,0.014790468364831553,0.15517241379310345,query_1,"['GO:0072657', 'GO:1903829', 'GO:1905475']"
GO:BP,GO:0006357,regulation of transcription by RNA polymerase II,0.018674363521002855,True,"""Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]",2462,1217,161,25907,0.1322925225965489,0.06539398862713242,query_1,"['GO:0006355', 'GO:0006366']"
GO:BP,GO:1902533,positive regulation of intracellular signal transduction,0.01914963406487087,True,"""Any process that activates or increases the frequency, rate or extent of intracellular signal transduction."" [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",1103,1217,84,25907,0.06902218570254724,0.07615593834995467,query_1,"['GO:0009967', 'GO:0035556', 'GO:1902531']"
GO:BP,GO:0031667,response to nutrient levels,0.0195704343212943,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of nutrients."" [GOC:mah]",571,1217,51,25907,0.0419063270336894,0.0893169877408056,query_1,['GO:0050896']
GO:BP,GO:0010564,regulation of cell cycle process,0.021781941968392143,True,"""Any process that modulates a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]",698,1217,59,25907,0.04847986852917009,0.08452722063037249,query_1,"['GO:0022402', 'GO:0051726']"
GO:BP,GO:0009890,negative regulation of biosynthetic process,0.0227360989452893,True,"""Any process that stops, prevents, or reduces the rate of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]",2692,1217,173,25907,0.14215283483976993,0.06426448736998513,query_1,"['GO:0009058', 'GO:0009889', 'GO:0009892']"
GO:BP,GO:0072359,circulatory system development,0.02529360012235297,True,"""The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis."" [GOC:mah, UBERON:0001009]",1230,1217,91,25907,0.07477403451109285,0.07398373983739838,query_1,['GO:0048731']
GO:BP,GO:0061024,membrane organization,0.025894511961780282,True,"""A process which results in the assembly, arrangement of constituent parts, or disassembly of a membrane. A membrane is a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins."" [GOC:dph, GOC:tb]",782,1217,64,25907,0.05258833196384552,0.08184143222506395,query_1,['GO:0016043']
GO:BP,GO:0000165,MAPK cascade,0.02594238052072716,True,"""An intracellular protein kinase cascade containing at least a MAP kinase (MAPK). It starts with the activation of a MAP3K, and the consecutive activation of a MPK2K and a MAPK. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."" [PMID:20811974, PMID:9561267]",718,1217,60,25907,0.049301561216105176,0.08356545961002786,query_1,['GO:0141124']
GO:BP,GO:0006936,muscle contraction,0.02652085679874494,True,"""A process in which force is generated within muscle tissue, resulting in a change in muscle geometry. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis."" [GOC:ef, GOC:mtg_muscle, ISBN:0198506732]",312,1217,33,25907,0.027115858668857847,0.10576923076923077,query_1,['GO:0003012']
GO:BP,GO:0006366,transcription by RNA polymerase II,0.02685276727179541,True,"""The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."" [GOC:jl, GOC:txnOH, ISBN:0321000382]",2552,1217,165,25907,0.13557929334428923,0.06465517241379311,query_1,['GO:0006351']
GO:BP,GO:0071364,cellular response to epidermal growth factor stimulus,0.027486401940148016,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an epidermal growth factor stimulus."" [GOC:mah]",49,1217,11,25907,0.009038619556285949,0.22448979591836735,query_1,"['GO:0070849', 'GO:0071363']"
GO:BP,GO:0006869,lipid transport,0.027488759216658103,True,"""The directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Lipids are compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [ISBN:0198506732]",442,1217,42,25907,0.03451109285127362,0.09502262443438914,query_1,"['GO:0006810', 'GO:0010876']"
GO:BP,GO:0019637,organophosphate metabolic process,0.027827315037374994,True,"""The chemical reactions and pathways involving organophosphates, any phosphate-containing organic compound."" [ISBN:0198506732]",1047,1217,80,25907,0.0657354149548069,0.07640878701050621,query_1,['GO:0006793']
GO:BP,GO:1901699,cellular response to nitrogen compound,0.02809363735114844,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]",704,1217,59,25907,0.04847986852917009,0.08380681818181818,query_1,"['GO:0070887', 'GO:1901698']"
GO:BP,GO:0010558,negative regulation of macromolecule biosynthetic process,0.02902708123555439,True,"""Any process that decreases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",2611,1217,168,25907,0.13804437140509448,0.064343163538874,query_1,"['GO:0009059', 'GO:0009890', 'GO:0010556', 'GO:0010605']"
GO:BP,GO:0050885,neuromuscular process controlling balance,0.02986337475398006,True,"""Any process that an organism uses to control its balance, the orientation of the organism (or the head of the organism) in relation to the source of gravity. In humans and animals, balance is perceived through visual cues, the labyrinth system of the inner ears and information from skin pressure receptors and muscle and joint receptors."" [GOC:ai, GOC:dph]",68,1217,13,25907,0.010682004930156122,0.19117647058823528,query_1,['GO:0050905']
GO:BP,GO:0048585,negative regulation of response to stimulus,0.031766314731102654,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",1655,1217,115,25907,0.09449465899753492,0.06948640483383686,query_1,"['GO:0048519', 'GO:0048583', 'GO:0050896']"
GO:BP,GO:0060341,regulation of cellular localization,0.03207839498396931,True,"""Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell."" [GOC:dph, GOC:tb]",1068,1217,81,25907,0.06655710764174198,0.07584269662921349,query_1,"['GO:0032879', 'GO:0050794', 'GO:0051641']"
GO:BP,GO:0042594,response to starvation,0.03450888313319886,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a starvation stimulus, deprivation of nourishment."" [GOC:go_curators]",221,1217,26,25907,0.021364009860312245,0.11764705882352941,query_1,"['GO:0006950', 'GO:0031667']"
GO:BP,GO:0031401,positive regulation of protein modification process,0.035901123170222024,True,"""Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]",553,1217,49,25907,0.04026294165981923,0.08860759493670886,query_1,"['GO:0031399', 'GO:0036211', 'GO:0051247']"
GO:BP,GO:0048285,organelle fission,0.039760703158395076,True,"""The creation of two or more organelles by division of one organelle."" [GOC:jid]",494,1217,45,25907,0.03697617091207888,0.09109311740890688,query_1,['GO:0006996']
GO:BP,GO:0030036,actin cytoskeleton organization,0.04074953091352825,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:dph, GOC:jl, GOC:mah]",697,1217,58,25907,0.047658175842235,0.08321377331420372,query_1,"['GO:0007010', 'GO:0030029']"
GO:BP,GO:0001775,cell activation,0.04079509344947614,True,"""A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell."" [GOC:mgi_curators]",1143,1217,85,25907,0.06984387838948233,0.07436570428696412,query_1,"['GO:0009987', 'GO:0032501']"
GO:BP,GO:0006355,regulation of DNA-templated transcription,0.04093281822616293,True,"""Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",3283,1217,203,25907,0.16680361544782252,0.06183368869936034,query_1,"['GO:0006351', 'GO:0010468', 'GO:2001141']"
GO:BP,GO:0050793,regulation of developmental process,0.04634604274678635,True,"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]",2689,1217,171,25907,0.14050944946589974,0.06359241353663071,query_1,"['GO:0032502', 'GO:0050789']"
GO:BP,GO:0048729,tissue morphogenesis,0.047550474320069154,True,"""The process in which the anatomical structures of a tissue are generated and organized."" [GOC:dph, GOC:jid]",653,1217,55,25907,0.04519309778142974,0.08422664624808576,query_1,"['GO:0009653', 'GO:0009888']"
GO:BP,GO:1901798,positive regulation of signal transduction by p53 class mediator,0.04814687699142339,True,"""Any process that activates or increases the frequency, rate or extent of signal transduction by p53 class mediator."" [GOC:TermGenie]",27,1217,8,25907,0.00657354149548069,0.2962962962962963,query_1,"['GO:0072331', 'GO:1901796', 'GO:1902533']"
GO:BP,GO:0032940,secretion by cell,0.04831582971753373,True,"""The controlled release of a substance by a cell."" [GOC:mah]",913,1217,71,25907,0.05834018077239113,0.07776560788608981,query_1,"['GO:0046903', 'GO:0140352']"
GO:BP,GO:2001141,regulation of RNA biosynthetic process,0.048432764653353784,True,"""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]",3292,1217,203,25907,0.16680361544782252,0.06166464155528554,query_1,"['GO:0010556', 'GO:0032774', 'GO:0051252']"
GO:BP,GO:0006351,DNA-templated transcription,0.04860332398749295,True,"""The synthesis of an RNA transcript from a DNA template."" [GOC:jl, GOC:txnOH]",3406,1217,209,25907,0.17173377156943304,0.061362301820317086,query_1,"['GO:0010467', 'GO:0032774']"
